Latitude,Longitude,predicted_prob,cell_id,Location
47.605307222417714,-122.2978994493217,0.6129162922419537,701,Grid cell 701 (prob: 0.61)
47.61904520455351,-122.28088808489157,0.5475373953862472,708,Grid cell 708 (prob: 0.55)
47.61896331249127,-122.28498205175923,0.573362937656742,714,Grid cell 714 (prob: 0.57)
47.623373536167676,-122.29175664053518,0.5309566217519023,715,Grid cell 715 (prob: 0.53)
47.62343238188148,-122.28533883737408,0.8008021386281046,716,Grid cell 716 (prob: 0.80)
47.62786876907673,-122.29188269565748,0.5832370617752143,717,Grid cell 717 (prob: 0.58)
47.62795379391022,-122.28523299165458,0.7476947545695573,718,Grid cell 718 (prob: 0.75)
47.56441778893619,-122.32996947825728,0.5909520595017274,723,Grid cell 723 (prob: 0.59)
47.573320525150635,-122.33687058623963,0.5541227420327468,727,Grid cell 727 (prob: 0.55)
47.56900023857399,-122.32345657527746,0.573458102132145,733,Grid cell 733 (prob: 0.57)
47.57358231520814,-122.31694252608682,0.5147253345731543,734,Grid cell 734 (prob: 0.51)
47.57807752370729,-122.31707063492743,0.5209925766951803,737,Grid cell 737 (prob: 0.52)
47.58257273184325,-122.31719876583837,0.7342776745325963,739,Grid cell 739 (prob: 0.73)
47.586893755013975,-122.33061575449129,0.5618255675885309,746,Grid cell 746 (prob: 0.56)
47.586806080579315,-122.33726013882679,0.839988491308141,747,Grid cell 747 (prob: 0.84)
47.58706793953514,-122.3173269188862,0.6830239614930707,750,Grid cell 750 (prob: 0.68)
47.59147624098013,-122.3241000965322,0.5529405838299037,752,Grid cell 752 (prob: 0.55)
47.59605835362213,-122.31758329142264,0.8098127101468687,755,Grid cell 755 (prob: 0.81)
47.61412573118567,-122.31144840849508,0.8286556719122481,772,Grid cell 772 (prob: 0.83)
47.631669758684865,-122.34521020728175,0.7897417380073164,788,Grid cell 788 (prob: 0.79)
47.6318156408086,-122.32481275128691,0.8320608767845163,796,Grid cell 796 (prob: 0.83)
47.63021431912003,-122.3295044518094,0.5426553661772889,797,Grid cell 797 (prob: 0.54)
47.63742354822359,-122.32913782915271,0.6569981505821888,799,Grid cell 799 (prob: 0.66)
47.623029582857654,-122.31835294042338,0.7817209775462008,800,Grid cell 800 (prob: 0.78)
47.62752478555597,-122.31848129283128,0.6261067214536556,802,Grid cell 802 (prob: 0.63)
47.636515188842786,-122.3187380641916,0.5762691503042915,806,Grid cell 806 (prob: 0.58)
47.64101030510889,-122.31886660206281,0.5261177143217102,808,Grid cell 808 (prob: 0.53)
47.63934932483887,-122.34150989115115,0.8622055266377766,814,Grid cell 814 (prob: 0.86)
47.64528864991817,-122.32488508560046,0.83123754625371,817,Grid cell 817 (prob: 0.83)
47.64958873043003,-122.32396907037743,0.7999505512778957,818,Grid cell 818 (prob: 0.80)
47.632621873244084,-122.27926285523742,0.696752835804079,821,Grid cell 821 (prob: 0.70)
47.61429767763659,-122.29815255514256,0.6153328597351961,832,Grid cell 832 (prob: 0.62)
47.61879290434487,-122.2982791408477,0.6581292875197599,833,Grid cell 833 (prob: 0.66)
47.62328813041597,-122.29840574842355,0.5381313009910498,835,Grid cell 835 (prob: 0.54)
47.645053831139464,-122.29158099512614,0.5135630742597698,848,Grid cell 848 (prob: 0.51)
47.6450484278499,-122.28811031306267,0.5121191590943492,849,Grid cell 849 (prob: 0.51)
47.63677380453315,-122.29878570243197,0.5028843650043351,851,Grid cell 851 (prob: 0.50)
47.64123820431094,-122.29897705201067,0.5235260690722234,853,Grid cell 853 (prob: 0.52)
47.64529351493207,-122.30009614397126,0.5357698699667002,855,Grid cell 855 (prob: 0.54)
47.64962524465688,-122.32030738246604,0.5867481672135009,863,Grid cell 863 (prob: 0.59)
47.659505144180194,-122.2794582157632,0.6494005952249472,874,Grid cell 874 (prob: 0.65)
47.659420455699525,-122.28611196461874,0.5509902833377821,875,Grid cell 875 (prob: 0.55)
47.663915689790606,-122.2862376190322,0.5548908812615421,878,Grid cell 878 (prob: 0.55)
47.664000385712875,-122.27958329504116,0.6202839319296947,879,Grid cell 879 (prob: 0.62)
47.66365926988747,-122.30620046022521,0.6427684755415861,881,Grid cell 881 (prob: 0.64)
47.66824035007281,-122.29967302831855,0.5670586353117945,883,Grid cell 883 (prob: 0.57)
47.668154480541325,-122.30632786203806,0.5014681455212063,884,Grid cell 884 (prob: 0.50)
47.67723078362599,-122.29992674731362,0.563084918079412,888,Grid cell 888 (prob: 0.56)
47.66832583087744,-122.29301817279487,0.5420963480262068,890,Grid cell 890 (prob: 0.54)
47.668410922972825,-122.28636329517435,0.5823782527337361,891,Grid cell 891 (prob: 0.58)
47.66849562633749,-122.27970839594845,0.7640792296203276,892,Grid cell 892 (prob: 0.76)
47.677316279449954,-122.29327074107482,0.5067971041332489,897,Grid cell 897 (prob: 0.51)
47.681811502293655,-122.2933970579364,0.5297141852087155,899,Grid cell 899 (prob: 0.53)
47.68630672406632,-122.29352339654373,0.5312777886545695,902,Grid cell 902 (prob: 0.53)
47.681725998922985,-122.30005363972438,0.5020263920871013,910,Grid cell 910 (prob: 0.50)
47.68622121320504,-122.30018055408216,0.5098160148141404,912,Grid cell 912 (prob: 0.51)
47.69063051919201,-122.30696520166912,0.6112366616784245,913,Grid cell 913 (prob: 0.61)
47.695125723798995,-122.30709273579942,0.5351915991107952,915,Grid cell 915 (prob: 0.54)
47.71777324579976,-122.29440838002323,0.88960108518661,925,Grid cell 925 (prob: 0.89)
47.71785842017504,-122.28774716844413,0.5147461164350557,926,Grid cell 926 (prob: 0.51)
47.722353640318566,-122.2878731057706,0.5544089441486251,927,Grid cell 927 (prob: 0.55)
47.67324266588449,-122.25986696535438,0.586616966769368,933,Grid cell 933 (prob: 0.59)
47.67773792674156,-122.25999038320218,0.7220003175206846,936,Grid cell 936 (prob: 0.72)
47.66857994097601,-122.2730534750859,0.7624547521478982,940,Grid cell 940 (prob: 0.76)
47.67307518807486,-122.27317802228814,0.6183153032521185,942,Grid cell 942 (prob: 0.62)
47.67315912136144,-122.2665225045429,0.6319257378224675,943,Grid cell 943 (prob: 0.63)
47.67757043421175,-122.27330259103141,0.6737016562168348,944,Grid cell 944 (prob: 0.67)
47.67765437487517,-122.26664649784124,0.7928837155021096,945,Grid cell 945 (prob: 0.79)
47.682065679359326,-122.27342718132132,0.8057523726039527,946,Grid cell 946 (prob: 0.81)
47.68214962740039,-122.26677051258672,0.7268377642111704,947,Grid cell 947 (prob: 0.73)
47.68662692365891,-122.26692078303167,0.6031162600382892,953,Grid cell 953 (prob: 0.60)
47.69105616653196,-122.27367642657768,0.5869154275739668,955,Grid cell 955 (prob: 0.59)
47.70895274658539,-122.28083527835774,0.5107181814808921,968,Grid cell 968 (prob: 0.51)
47.7124940225236,-122.35422660835168,0.5825150825050421,978,Grid cell 978 (prob: 0.58)
47.716989167548945,-122.35435828686609,0.5233999234046959,979,Grid cell 979 (prob: 0.52)
47.72148431132936,-122.3544899881739,0.6013106412113295,981,Grid cell 981 (prob: 0.60)
47.7259794538375,-122.35462171228107,0.6240782666216608,983,Grid cell 983 (prob: 0.62)
47.717515388133805,-122.3143918829745,0.8036332060954244,985,Grid cell 985 (prob: 0.80)
47.71742865740499,-122.32105300636385,0.6223475205877587,986,Grid cell 986 (prob: 0.62)
47.72192383978657,-122.32118182575338,0.5999642801488326,987,Grid cell 987 (prob: 0.60)
47.72201057813491,-122.3145201259629,0.5371417967002111,989,Grid cell 989 (prob: 0.54)
47.726505766868556,-122.31464839115236,0.6030828273969446,991,Grid cell 991 (prob: 0.60)
47.73351491979176,-122.34154859905473,0.6180827850457281,998,Grid cell 998 (prob: 0.62)
47.73047459504599,-122.35475345919353,0.5995160238196546,1000,Grid cell 1000 (prob: 0.60)
47.73346972934684,-122.34821338997872,0.5386788464905685,1003,Grid cell 1003 (prob: 0.54)
47.70869726836596,-122.30081545534861,0.5631633607448759,1005,Grid cell 1005 (prob: 0.56)
47.70861133091241,-122.30747547050609,0.5376119232524227,1006,Grid cell 1006 (prob: 0.54)
47.71768768233316,-122.3010695697045,0.6130831555854606,1009,Grid cell 1009 (prob: 0.61)
47.72676366985119,-122.29466142942618,0.548545333912391,1014,Grid cell 1014 (prob: 0.55)
47.733617427074826,-122.3083446116644,0.7244060544721908,1023,Grid cell 1023 (prob: 0.72)
47.73100095430734,-122.3147766785486,0.5261626705938721,1024,Grid cell 1024 (prob: 0.53)
